Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
605-1,Street Crew,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},18,1,980,3.4,,0,
606-1,Ambulance,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},30,1,1005,0,,0,
620-1,Fire Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},37,1,912,0,,0,
621-1,Police Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},39,1,1081,3.8,,0,
622-1,Tipper Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45,,1383,3.5,,0,
623-1,Red Cross Car,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},38,1,742,0,,0,
625-1,Tractor Digger,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},31,1,1475,3.5,,0,
626-2,Red Cross Helicopter,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},37,,776,0,,0,
628-2,Police Helicopter,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},39,,47,0,,0,
640-2,Fire Truck and Trailer,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45,1,724,3.8,,0,
641-1,Excavator,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},41,1,793,3.6,,0,
642-1,Tow Truck and Car,1978,Town,Modern day,Classic,Normal,Box,0,Retail,44,,1085,0,,1,299.99
643-1,Flatbed Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},39,2,498,0,,0,
644-2,Police Mobile Patrol,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},64,1,984,3.3,,0,
670-1,Mobile Crane,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55,1,591,0,,0,
671-1,Shell Petrol Tanker,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},77,1,2195,3.6,,0,
672-1,Fire Engine and Trailer,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},70,1,648,0,,0,
673-1,Rally Car and Motorbike,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},65,2,873,0,,0,
674-1,Forklift and Truck,1978,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55,1,411,0,,0,
709-1,Police Boat,1978,Town,Modern day,,Normal,{Not specified},0,{Not specified},53,1,770,0,,0,
745-1,"Baseplate, Green",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,173,0,,0,
746-1,"Baseplates, Green and Yellow",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2,,48,0,,0,
747-1,"Baseplates, Red and Blue",1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2,,60,0,,0,
775-1,Fire Fighter,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},133,,434,0,,0,
854-1,Go-Kart,1978,Technic,Technical,,Normal,Box,0,Retail,206,,2547,4.1,,0,
855-1,Mobile Crane,1978,Technic,Technical,,Normal,Box,0,Retail,512,,1013,4,,0,
872-1,Two Gear Blocks,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,77,,913,3.4,,0,
948-1,Go-Kart,1978,Technic,Technical,,Normal,Box,0,Retail,206,,765,0,,1,349.99
952-1,Farm Tractor,1978,Technic,Technical,,Normal,Box,0,Retail,316,,416,0,,0,
954-1,Sky Copter,1978,Technic,Technical,,Normal,Box,0,Retail,365,,151,0,,0,
956-1,Auto Chassis,1978,Technic,Technical,,Normal,Box,0,Retail,599,,464,0,,0,
960-1,Power Pack,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,22,,371,0,,0,
961-1,Parts Pack,1978,Technic,Technical,Supplementary,Normal,Box,0,Retail,78,,245,0,,0,
970-1,Lighting Bricks,1978,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},17,,1241,3.8,,0,
1117-1,Axles and Bushes,1978,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},24,,19,0,,0,
1175-1,4.5V Motor,1978,Service Packs,Miscellaneous,Technic,Normal,{Not specified},0,{Not specified},1,,26,0,,0,
1176-1,Gear racks and turntables,1978,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,{Not specified},4,,23,0,,0,
1555-2,Sterling Airways Aircraft,1978,LEGOLAND,Vintage,Town,Normal,{Not specified},0,{Not specified},44,,46,0,,0,
1589-1,Town Square,1978,Town,Modern day,Special,Normal,{Not specified},0,{Not specified},458,5,320,0,,0,
1610-2,Airliner,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},23,,130,0,,0,
1611-2,Aeroplane,1978,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},64,,140,0,,0,
1620-2,Chocolate Factory,1978,Town,Modern day,Special,Normal,{Not specified},0,{Not specified},236,3,423,0,,0,
7000-2,Educational Suitcase,1978,Gear,Miscellaneous,Bags,Gear,Box,0,Educational,,,13,0,,0,
0011-2,Town Minifigures,1979,Town,Modern day,Accessories,Normal,Blister pack,0,Retail - limited,3,3,63,0,,0,
0012-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4,2,118,0,,0,
0013-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4,2,105,0,,0,
0014-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},4,2,104,0,,0,
0015-1,Space minifigures,1979,Space,Action/Adventure,Minifigure Pack,Normal,{Not specified},0,{Not specified},18,3,129,0,,0,
0016-1,Castle Minifigures,1979,Castle,Historical,,Normal,{Not specified},0,{Not specified},6,3,203,0,,0,
028-1,Nursery Furniture,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},7,2,43,0,,0,
032-1,Living Room Furniture,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},14,3,55,0,,0,
033-1,Farm Animals,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21,1,113,0,,0,
041-2,Play-Box,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,,20,0,,0,
045-1,Farm,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},65,5,69,0,,0,
071-1,Block Box,1979,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},24,,16,0,,0,
121-1,Roadster,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},22,1,213,0,,0,
128-1,Taxi Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},33,1,182,0,,0,
132-1,Cottage,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},113,2,159,0,,0,
134-2,Service Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},59,2,124,0,,0,
137-1,Hospital,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},106,3,130,0,,0,
140-1,Town Hall,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},134,3,105,0,,0,
261-1,Bathroom,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},164,1,151,0,,0,
268-1,Family Room,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},244,2,174,0,,0,
269-1,Kitchen,1979,Homemaker,Vintage,,Normal,{Not specified},0,{Not specified},212,1,264,0,,0,
305-1,Two Crater Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2,,2906,4,,0,
306-1,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2,,1853,4.2,,0,
308-1,Bracelet,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},38,,69,0,,0,
309-1,Bracelet,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},38,,74,0,,0,
310-2,Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},29,,87,0,,0,
311-2,Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},29,,64,0,,0,
312-2,Bracelet and Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},1,,56,0,,0,
313-2,Bracelet and Pendant,1979,Scala,Girls,Jewellery,Normal,{Not specified},0,{Not specified},137,,52,0,,0,
324-1,Ricky Racoon on his Scooter,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},2,1,784,3.3,,0,
325-2,Percy Pig with his Barrow,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},3,1,529,0,,0,
328-1,Michael Mouse and his New Car,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},22,1,391,0,,0,
329-2,Bernard Bear and his Delivery Lorry,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},27,1,319,0,,0,
338-2,Blondi the Pig and Taxi Station,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},37,1,245,0,,0,
341-2,Catherine Cat's House and Mortimer Mouse,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},123,2,223,0,,0,
344-2,Service Station with Billy Goat and Mike Monkey,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},80,2,146,0,,0,
347-3,Hospital - Lucy Lamb and Charlie Cat Visit Dr. Dog,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},205,3,147,0,,0,
350-3,Town Hall,1979,Fabuland,Junior,,Normal,{Not specified},0,{Not specified},122,3,136,0,,0,
361-2,Garage,1979,Town,Modern day,Classic,Normal,Box,0,Retail,79,1,1810,3.8,,0,
379-1,Bus Station,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},172,4,1589,3.9,,0,
381-2,Police Headquarters,1979,Town,Modern day,Classic,Normal,Box,0,Retail,372,4,1601,4.1,,0,
383-2,Knight's Joust,1979,Castle,Historical,Classic,Normal,Box,0,Retail - limited,210,6,904,4.3,,0,
442-1,Space Shuttle,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},39,1,2536,4,,0,
452-1,Mobile Ground Tracking Station,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76,1,1875,4.1,,0,
453-1,Two Crater Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2,,855,0,,0,
454-1,Two Lunar Landing Plates,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},2,,1243,3.9,,0,
497-1,Galaxy Explorer,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},338,4,2285,4.6,,0,
540-2,Police Units,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},33,1,669,0,,0,
542-1,Street Crew,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},45,2,706,0,,0,
551-1,"Road Plates, Junction",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,513,0,,1,40
552-1,"Road Plates, Curved",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,537,4.2,,0,
553-1,"Road Plates, Straight",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2,,507,0,,0,
556-1,Emergency Van,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},70,1,418,0,,0,
558-1,Road Crane,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},55,1,330,0,,0,
560-1,Town House,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},221,2,485,0,,0,
588-1,Police Headquarters,1979,Town,Modern day,Classic,Normal,Box,0,Retail - limited,372,4,714,4.4,,0,
607-1,Mini Loader,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},23,1,1670,2.8,,0,
608-2,Taxi,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},25,1,1618,3.1,,1,99.99
645-1,Police Helicopter,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},57,1,1529,3.4,,0,
646-1,Auto Service,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},43,1,1253,3.3,,1,188.4539
675-1,Snack Bar,1979,Town,Modern day,Classic,Normal,Box,0,Retail,64,2,2692,4,,0,
677-1,Knight's Procession,1979,Castle,Historical,Classic,Normal,Box,0,Retail - limited,48,6,1245,4.3,,0,
856-1,Bulldozer,1979,Technic,Technical,,Normal,Box,0,Retail,372,,1435,4.3,,0,
857-1,Motorbike with Sidecar,1979,Technic,Technical,,Normal,Box,0,Retail,409,,669,3.8,,0,
874-1,Yellow Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38,,193,0,,0,
875-1,Red Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38,,148,0,,0,
876-1,Blue Beams with Connector Pegs,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,38,,132,0,,0,
877-1,Steering Gear Parts,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,24,,148,0,,0,
878-1,Piston Parts,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,52,,134,0,,0,
879-1,Gear Wheels with Chain Links,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,87,,230,0,,0,
880-1,12 Volt Motor,1979,Technic,Technical,Supplementary,Normal,Box,0,Retail,22,,269,0,,0,
885-1,Space Scooter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},20,1,3745,3.6,,0,
886-1,Space Buggy,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},20,1,5007,3.7,,0,
889-1,Radar Truck,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},29,1,3180,3.6,,0,
891-1,Two Seater Space Scooter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},39,1,2470,3.7,,0,
894-1,Mobile Ground Tracking Station,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76,1,1926,4.4,,0,
897-1,Mobile rocket launcher,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},76,2,3624,4,,0,
918-1,Space Transport,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},86,1,3998,4.2,,0,
920-2,Rocket Launch Pad,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},186,3,2219,4.5,,0,
924-1,Space Transporter,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},170,2,1952,4.6,,0,
926-1,Command Centre,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},173,4,1253,4.5,,0,
928-1,Space Cruiser And Moonbase,1979,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},338,4,2854,4.8,,0,
950-1,Forklift,1979,Technic,Technical,,Normal,Box,0,Retail,208,,583,0,,0,
951-1,Bulldozer,1979,Technic,Technical,,Normal,Box,0,Retail,372,,362,0,,0,
955-1,Mobile Crane,1979,Technic,Technical,,Normal,Box,0,Retail,512,,253,0,,0,
1072-1,Supplementary LEGO Set,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},304,,23,0,,0,
1083-2,50 x 50 LEGO Gray Baseplate,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1,,100,0,,0,
1091-1,Lego Educational Storage Cloth,1979,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1,,44,0,,0,
1236-3,12V Technic Motor,1979,Service Packs,Miscellaneous,Technic,Normal,{Not specified},0,{Not specified},1,,20,0,,0,
7170-1,Educational Refill Pack,1979,Samsonite,Vintage,Educational,Normal,{Not specified},1,{Not specified},1112,,26,0,,0,
722-1,"Universal Building Set, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},301,,1055,4.5,,0,
733-1,"Universal Building Set, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},533,,632,0,,0,
744-1,"Universal Building Set with Motor, 7+",1980,Basic,Basic,,Normal,{Not specified},0,{Not specified},537,,800,4.5,,0,
820-1,Red Plates Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},34,,70,0,,0,
822-1,Blue Plates Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},34,,77,0,,0,
830-1,Red Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46,,75,0,,0,
831-1,Black Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46,,68,0,,0,
832-1,Blue Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46,,70,0,,0,
833-1,White Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46,,67,0,,0,
834-1,Yellow Bricks Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},46,,63,0,,0,
836-1,Doors and Windows Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},37,,207,0,,0,
837-1,Wheels and Tyres Parts Pack,1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},28,,173,0,,0,
838-1,"Red Roof Bricks Parts Pack, 45°",1980,Basic,Basic,Supplementaries,Normal,Box,0,Retail,58,,215,0,,0,
839-1,"Red Roof Bricks Parts Pack, 33°",1980,Basic,Basic,Supplementaries,Normal,Box,0,Retail,42,,182,0,,0,
840-1,"Baseplate, Green",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,212,0,,0,
841-1,"Baseplates, Green and Yellow",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2,,166,0,,0,
842-1,"Baseplates, Red and Blue",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},2,,87,0,,0,
843-1,"Baseplate, Grey",1980,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,195,0,,0,
858-1,Auto Engines,1980,Technic,Technical,,Normal,Box,0,Retail,242,,148,0,,0,
1005-1,Wallboard/baseplate 40x80cm,1980,Education,Educational,,Normal,{Not specified},0,{Not specified},,,11,0,,0,
1041-2,Educational Duplo Building Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},68,,16,0,,0,
1050-2,Universal set for boys and girls,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,17,0,,0,
1062-1,{Town Vehicles},1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},172,6,61,0,,0,
1075-1,LEGO People Supplementary Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},304,,53,0,,0,
1076-2,LEGO Car and Truck Supplementary Set,1980,Dacta,Educational,,Normal,{Not specified},0,{Not specified},,,16,0,,0,
1101-1,Replacement 4.5V Motor,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,35,0,,0,
1103-1,Battery Box,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,37,0,,0,
1104-1,Two Connector Leads,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,2,,25,0,,0,
1106-1,Battery Tender for Trains,1980,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,2,,35,0,,0,
1107-1,Two Shunting Trip-Posts and One Signal,1980,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,4,,41,0,,0,
1108-1,Two Pairs of Magnetic Couplings,1980,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,4,,33,0,,0,
1111-1,Eight Rubber Rims for Locomotive Wheels,1980,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,8,,22,0,,0,
1113-1,Motor Frame 6 x 16 Stud Plus Four Buffers,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,5,,30,0,,0,
1114-1,Motor Frame 6 x 22 Stud,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,25,0,,0,
1115-1,"Lighting Brick, 4.5V",1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,60,0,,2,5.95
1120-1,"Two Tyres, 42 mm Diameter",1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,2,,24,0,,0,
1122-1,Hinge Units,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,3,,28,0,,0,
1123-1,Ball and Socket Couplings & One Articulated Joint,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,8,,40,0,,0,
1125-1,Crane Grab Assembly,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,3,,32,0,,0,
1129-2,Spread Bag,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,34,,33,0,,0,
1130-1,Plastic Folder for Building Instructions,1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,71,0,,0,
1591-1,Danone Delivery Truck,1980,Town,Modern day,Special,Normal,Box,0,Promotional,40,,111,0,,0,
1592-1,Town Square - Castle Scene,1980,Town,Modern day,Classic,Normal,Box,0,Retail - limited,471,11,825,4.3,,0,
1651-2,Maersk Line Container Lorry,1980,Town,Modern day,Special,Normal,Box,0,Promotional,305,1,76,0,,0,
2053-1,Rock 'n' Roll Pull-Toy,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,43,0,,0,
2056-1,Rock 'n' Rattle Pull-Toy,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6,1,45,0,,0,
2620-1,Sports Car,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},2,1,52,0,,0,
2623-1,Delivery Van,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6,1,78,0,,0,
2625-1,Car with Boat and Trailer,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6,1,43,0,,0,
2627-1,Pony Trailer,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},5,1,79,0,,0,
2630-1,Family Room,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},9,3,22,0,,0,
2640-1,Grocery Store,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},23,2,60,0,,0,
2643-2,Playbox,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},1,,24,0,,0,
2645-1,Nursery School,1980,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},29,6,55,0,,0,
